,event_id,user_id,event_type,event_time,level_completed,event_day,event_month,event_year
993,994,380,item_used,2024-03-11,41,11,3,2024
994,995,998,item_used,2024-02-02,44,2,2,2024
995,996,933,item_used,2024-03-13,25,13,3,2024
996,997,76,item_used,2024-04-09,20,9,4,2024
997,998,754,achievement_unlocked,2024-06-24,12,24,6,2024
998,999,751,level_completed,2024-05-08,13,8,5,2024
999,1000,782,achievement_unlocked,2024-06-23,38,23,6,2024
1000,1001,950,item_used,2024-04-03,1,3,4,2024
1001,1002,995,item_used,2024-03-13,10,13,3,2024
1002,1003,336,item_used,2024-09-19,26,19,9,2024
1003,1004,393,item_used,2024-06-25,35,25,6,2024
1004,1005,397,item_used,2024-01-02,21,2,1,2024
1005,1006,639,item_used,2024-04-13,29,13,4,2024
1006,1007,488,item_used,2024-09-09,1,9,9,2024
1007,1008,633,achievement_unlocked,2024-01-05,50,5,1,2024
1008,1009,822,item_used,2024-04-10,25,10,4,2024
1009,1010,484,level_completed,2024-07-22,13,22,7,2024
1010,1011,980,achievement_unlocked,2024-01-15,4,15,1,2024
1011,1012,737,achievement_unlocked,2024-04-23,5,23,4,2024
1012,1013,687,level_completed,2024-01-06,19,6,1,2024
1013,1014,291,level_completed,2024-09-20,50,20,9,2024
1014,1015,847,item_used,2024-03-07,31,7,3,2024
1015,1016,672,achievement_unlocked,2024-02-15,9,15,2,2024
1016,1017,389,achievement_unlocked,2024-08-16,15,16,8,2024
1017,1018,341,level_completed,2024-02-18,48,18,2,2024
1018,1019,549,item_used,2024-09-04,42,4,9,2024
1019,1020,577,achievement_unlocked,2024-03-29,26,29,3,2024
1020,1021,387,level_completed,2024-07-14,20,14,7,2024
1021,1022,38,level_completed,2024-03-12,2,12,3,2024
1022,1023,133,item_used,2024-08-02,48,2,8,2024
1023,1024,581,item_used,2024-03-13,44,13,3,2024
1024,1025,715,achievement_unlocked,2024-07-13,29,13,7,2024
1025,1026,278,achievement_unlocked,2024-01-12,1,12,1,2024
1026,1027,991,item_used,2024-06-17,44,17,6,2024
1027,1028,890,achievement_unlocked,2024-03-08,28,8,3,2024
1028,1029,597,item_used,2024-01-15,26,15,1,2024
1029,1030,598,achievement_unlocked,2024-09-07,47,7,9,2024
1030,1031,778,achievement_unlocked,2024-01-03,44,3,1,2024
1031,1032,146,item_used,2024-03-23,30,23,3,2024
1032,1033,5,item_used,2024-01-21,22,21,1,2024
1033,1034,2,level_completed,2024-06-17,4,17,6,2024
1034,1035,587,level_completed,2024-03-13,15,13,3,2024
1035,1036,824,level_completed,2024-08-24,28,24,8,2024
1036,1037,225,item_used,2024-04-05,46,5,4,2024
1037,1038,23,item_used,2024-02-21,22,21,2,2024
1038,1039,343,item_used,2024-03-20,43,20,3,2024
1039,1040,545,item_used,2024-09-10,10,10,9,2024
1040,1041,509,achievement_unlocked,2024-01-28,38,28,1,2024
1041,1042,690,item_used,2024-05-17,26,17,5,2024
1042,1043,608,level_completed,2024-04-09,6,9,4,2024
1043,1044,798,achievement_unlocked,2024-01-22,20,22,1,2024
1044,1045,13,level_completed,2024-09-12,21,12,9,2024
1045,1046,179,achievement_unlocked,2024-04-19,18,19,4,2024
1046,1047,512,level_completed,2024-08-05,21,5,8,2024
1047,1048,804,level_completed,2024-05-31,38,31,5,2024
1048,1049,789,level_completed,2024-05-01,36,1,5,2024
1049,1050,472,achievement_unlocked,2024-07-15,37,15,7,2024
1050,1051,404,achievement_unlocked,2024-08-28,31,28,8,2024
1051,1052,702,item_used,2024-08-05,21,5,8,2024
1052,1053,677,level_completed,2024-04-20,5,20,4,2024
1053,1054,917,achievement_unlocked,2024-02-14,48,14,2,2024
1054,1055,694,level_completed,2024-05-15,23,15,5,2024
1055,1056,346,level_completed,2024-05-27,13,27,5,2024
1056,1057,53,achievement_unlocked,2024-09-25,44,25,9,2024
1057,1058,110,item_used,2024-01-13,7,13,1,2024
1058,1059,961,achievement_unlocked,2024-03-19,45,19,3,2024
1059,1060,309,achievement_unlocked,2024-02-14,9,14,2,2024
1060,1061,480,achievement_unlocked,2024-03-15,49,15,3,2024
1061,1062,556,achievement_unlocked,2024-04-05,34,5,4,2024
1062,1063,322,item_used,2024-03-06,21,6,3,2024
1063,1064,319,achievement_unlocked,2024-09-28,14,28,9,2024
1064,1065,106,item_used,2024-05-16,40,16,5,2024
1065,1066,802,item_used,2024-03-16,42,16,3,2024
1066,1067,359,item_used,2024-06-09,9,9,6,2024
1067,1068,533,achievement_unlocked,2024-09-05,8,5,9,2024
1068,1069,813,achievement_unlocked,2024-05-22,27,22,5,2024
1069,1070,358,level_completed,2024-08-23,38,23,8,2024
1070,1071,990,item_used,2024-08-05,3,5,8,2024
1071,1072,312,level_completed,2024-02-04,28,4,2,2024
1072,1073,479,item_used,2024-02-18,35,18,2,2024
1073,1074,994,item_used,2024-03-27,27,27,3,2024
1074,1075,939,level_completed,2024-05-02,32,2,5,2024
1075,1076,731,item_used,2024-08-05,32,5,8,2024
1076,1077,813,item_used,2024-07-07,6,7,7,2024
1077,1078,878,item_used,2024-01-11,41,11,1,2024
1078,1079,889,level_completed,2024-09-11,30,11,9,2024
1079,1080,990,level_completed,2024-08-19,1,19,8,2024
1080,1081,914,achievement_unlocked,2024-04-12,8,12,4,2024
1081,1082,106,achievement_unlocked,2024-01-18,14,18,1,2024
1082,1083,981,item_used,2024-08-03,49,3,8,2024
1083,1084,551,achievement_unlocked,2024-05-21,44,21,5,2024
1084,1085,729,item_used,2024-08-05,4,5,8,2024
1085,1086,320,achievement_unlocked,2024-05-27,50,27,5,2024
1086,1087,919,level_completed,2024-06-09,29,9,6,2024
1087,1088,12,item_used,2024-01-30,14,30,1,2024
1088,1089,184,achievement_unlocked,2024-03-11,7,11,3,2024
1089,1090,7,level_completed,2024-04-19,29,19,4,2024
1090,1091,562,level_completed,2024-03-09,19,9,3,2024
1091,1092,258,item_used,2024-02-22,20,22,2,2024
1092,1093,227,item_used,2024-09-20,38,20,9,2024
1093,1094,686,item_used,2024-04-11,48,11,4,2024
1094,1095,814,level_completed,2024-02-27,40,27,2,2024
1095,1096,720,item_used,2024-01-24,44,24,1,2024
1096,1097,36,item_used,2024-08-16,40,16,8,2024
1097,1098,522,level_completed,2024-04-16,42,16,4,2024
1098,1099,717,item_used,2024-07-11,28,11,7,2024
1099,1100,426,level_completed,2024-07-28,35,28,7,2024
1100,1101,678,achievement_unlocked,2024-08-14,24,14,8,2024
1101,1102,225,level_completed,2024-08-14,21,14,8,2024
1102,1103,182,item_used,2024-04-02,26,2,4,2024
1103,1104,958,level_completed,2024-03-20,33,20,3,2024
1104,1105,958,level_completed,2024-09-29,33,29,9,2024
1105,1106,232,item_used,2024-01-24,27,24,1,2024
1106,1107,22,level_completed,2024-03-27,41,27,3,2024
1107,1108,625,item_used,2024-08-01,14,1,8,2024
1108,1109,984,achievement_unlocked,2024-07-07,18,7,7,2024
1109,1110,58,achievement_unlocked,2024-01-26,19,26,1,2024
1110,1111,693,item_used,2024-04-30,44,30,4,2024
1111,1112,639,item_used,2024-09-15,31,15,9,2024
1112,1113,818,item_used,2024-08-17,20,17,8,2024
1113,1114,728,achievement_unlocked,2024-03-15,17,15,3,2024
1114,1115,363,level_completed,2024-08-13,47,13,8,2024
1115,1116,47,level_completed,2024-09-04,17,4,9,2024
1116,1117,401,level_completed,2024-02-09,26,9,2,2024
1117,1118,355,item_used,2024-07-23,29,23,7,2024
1118,1119,297,item_used,2024-07-30,15,30,7,2024
1119,1120,97,level_completed,2024-02-20,2,20,2,2024
1120,1121,824,level_completed,2024-01-14,27,14,1,2024
1121,1122,617,item_used,2024-05-18,25,18,5,2024
1122,1123,685,item_used,2024-03-15,34,15,3,2024
1123,1124,611,item_used,2024-07-21,10,21,7,2024
1124,1125,850,item_used,2024-04-22,37,22,4,2024
1125,1126,900,achievement_unlocked,2024-04-13,5,13,4,2024
1126,1127,967,level_completed,2024-08-14,35,14,8,2024
1127,1128,256,level_completed,2024-04-05,14,5,4,2024
1128,1129,266,achievement_unlocked,2024-04-08,11,8,4,2024
1129,1130,515,achievement_unlocked,2024-05-07,1,7,5,2024
1130,1131,986,item_used,2024-04-06,27,6,4,2024
1131,1132,323,item_used,2024-01-10,15,10,1,2024
1132,1133,912,item_used,2024-06-09,8,9,6,2024
1133,1134,978,achievement_unlocked,2024-01-20,40,20,1,2024
1134,1135,446,item_used,2024-08-29,14,29,8,2024
1135,1136,485,item_used,2024-06-11,40,11,6,2024
1136,1137,106,level_completed,2024-07-28,46,28,7,2024
1137,1138,807,item_used,2024-03-30,29,30,3,2024
1138,1139,511,item_used,2024-08-03,14,3,8,2024
1139,1140,603,achievement_unlocked,2024-03-09,44,9,3,2024
1140,1141,149,item_used,2024-04-17,36,17,4,2024
1141,1142,954,level_completed,2024-05-08,34,8,5,2024
1142,1143,205,achievement_unlocked,2024-01-04,10,4,1,2024
1143,1144,309,item_used,2024-04-18,16,18,4,2024
1144,1145,959,level_completed,2024-06-25,12,25,6,2024
1145,1146,554,level_completed,2024-07-24,45,24,7,2024
1146,1147,864,item_used,2024-03-08,7,8,3,2024
1147,1148,883,level_completed,2024-04-30,21,30,4,2024
1148,1149,167,level_completed,2024-07-08,23,8,7,2024
1149,1150,608,level_completed,2024-03-24,25,24,3,2024
1150,1151,553,level_completed,2024-04-13,22,13,4,2024
1151,1152,800,level_completed,2024-08-24,4,24,8,2024
1152,1153,227,achievement_unlocked,2024-05-13,28,13,5,2024
1153,1154,482,item_used,2024-05-07,42,7,5,2024
1154,1155,513,achievement_unlocked,2024-06-30,16,30,6,2024
1155,1156,157,achievement_unlocked,2024-07-11,41,11,7,2024
1156,1157,570,item_used,2024-04-05,12,5,4,2024
1157,1158,792,level_completed,2024-05-29,42,29,5,2024
1158,1159,461,item_used,2024-05-29,18,29,5,2024
1159,1160,744,item_used,2024-04-04,31,4,4,2024
1160,1161,895,achievement_unlocked,2024-07-07,36,7,7,2024
1161,1162,59,achievement_unlocked,2024-07-20,25,20,7,2024
1162,1163,266,item_used,2024-05-17,41,17,5,2024
1163,1164,157,item_used,2024-02-03,1,3,2,2024
1164,1165,344,achievement_unlocked,2024-05-23,37,23,5,2024
1165,1166,434,item_used,2024-07-17,17,17,7,2024
1166,1167,834,item_used,2024-03-30,50,30,3,2024
1167,1168,255,item_used,2024-01-18,1,18,1,2024
1168,1169,83,level_completed,2024-03-30,15,30,3,2024
1169,1170,810,level_completed,2024-08-01,2,1,8,2024
1170,1171,402,level_completed,2024-06-21,33,21,6,2024
1171,1172,999,achievement_unlocked,2024-07-09,40,9,7,2024
1172,1173,712,achievement_unlocked,2024-03-31,48,31,3,2024
1173,1174,336,item_used,2024-07-10,31,10,7,2024
1174,1175,46,level_completed,2024-09-06,10,6,9,2024
1175,1176,630,item_used,2024-02-11,5,11,2,2024
1176,1177,248,achievement_unlocked,2024-03-13,3,13,3,2024
1177,1178,132,level_completed,2024-04-28,13,28,4,2024
1178,1179,464,achievement_unlocked,2024-06-29,9,29,6,2024
1179,1180,323,item_used,2024-09-15,1,15,9,2024
1180,1181,110,achievement_unlocked,2024-08-03,11,3,8,2024
1181,1182,558,achievement_unlocked,2024-03-08,6,8,3,2024
1182,1183,353,item_used,2024-06-30,47,30,6,2024
1183,1184,203,level_completed,2024-06-29,47,29,6,2024
1184,1185,454,item_used,2024-07-08,41,8,7,2024
1185,1186,76,item_used,2024-05-25,20,25,5,2024
1186,1187,131,level_completed,2024-03-04,48,4,3,2024
1187,1188,532,level_completed,2024-08-04,23,4,8,2024
1188,1189,897,achievement_unlocked,2024-05-25,4,25,5,2024
1189,1190,592,achievement_unlocked,2024-07-28,10,28,7,2024
1190,1191,151,achievement_unlocked,2024-01-28,4,28,1,2024
1191,1192,271,achievement_unlocked,2024-09-19,8,19,9,2024
1192,1193,823,item_used,2024-08-05,49,5,8,2024
1193,1194,259,level_completed,2024-05-09,10,9,5,2024
1194,1195,562,item_used,2024-07-01,12,1,7,2024
1195,1196,9,level_completed,2024-08-31,28,31,8,2024
1196,1197,402,item_used,2024-05-31,29,31,5,2024
1197,1198,990,level_completed,2024-04-14,34,14,4,2024
1198,1199,957,achievement_unlocked,2024-05-05,34,5,5,2024
1199,1200,853,level_completed,2024-05-15,3,15,5,2024
1200,1201,299,achievement_unlocked,2024-05-30,11,30,5,2024
1201,1202,443,item_used,2024-06-08,16,8,6,2024
1202,1203,241,achievement_unlocked,2024-08-27,40,27,8,2024
1203,1204,67,level_completed,2024-04-09,17,9,4,2024
1204,1205,319,item_used,2024-06-15,39,15,6,2024
1205,1206,659,item_used,2024-01-24,7,24,1,2024
1206,1207,728,item_used,2024-02-03,21,3,2,2024
1207,1208,246,level_completed,2024-01-05,9,5,1,2024
1208,1209,544,item_used,2024-09-04,39,4,9,2024
1209,1210,799,level_completed,2024-09-24,38,24,9,2024
1210,1211,428,item_used,2024-02-22,12,22,2,2024
1211,1212,411,achievement_unlocked,2024-05-24,29,24,5,2024
1212,1213,756,item_used,2024-07-20,1,20,7,2024
1213,1214,534,achievement_unlocked,2024-07-14,34,14,7,2024
1214,1215,956,achievement_unlocked,2024-05-09,41,9,5,2024
1215,1216,547,level_completed,2024-09-18,11,18,9,2024
1216,1217,829,achievement_unlocked,2024-09-06,13,6,9,2024
1217,1218,255,level_completed,2024-01-31,5,31,1,2024
1218,1219,518,level_completed,2024-01-09,11,9,1,2024
1219,1220,649,achievement_unlocked,2024-02-11,22,11,2,2024
1220,1221,289,achievement_unlocked,2024-04-02,24,2,4,2024
1221,1222,682,item_used,2024-03-14,44,14,3,2024
1222,1223,619,achievement_unlocked,2024-07-17,23,17,7,2024
1223,1224,465,achievement_unlocked,2024-07-13,17,13,7,2024
1224,1225,463,level_completed,2024-07-04,31,4,7,2024
1225,1226,859,achievement_unlocked,2024-08-24,37,24,8,2024
1226,1227,93,item_used,2024-03-02,37,2,3,2024
1227,1228,927,level_completed,2024-04-16,13,16,4,2024
1228,1229,941,item_used,2024-07-20,6,20,7,2024
1229,1230,943,item_used,2024-07-15,8,15,7,2024
1230,1231,655,item_used,2024-03-23,50,23,3,2024
1231,1232,134,item_used,2024-09-01,39,1,9,2024
1232,1233,17,level_completed,2024-06-22,43,22,6,2024
1233,1234,953,achievement_unlocked,2024-01-26,14,26,1,2024
1234,1235,259,achievement_unlocked,2024-06-08,39,8,6,2024
1235,1236,514,achievement_unlocked,2024-03-26,6,26,3,2024
1236,1237,816,achievement_unlocked,2024-03-05,46,5,3,2024
1237,1238,141,achievement_unlocked,2024-05-16,10,16,5,2024
1238,1239,104,item_used,2024-02-01,22,1,2,2024
1239,1240,672,achievement_unlocked,2024-05-30,16,30,5,2024
1240,1241,348,item_used,2024-03-28,36,28,3,2024
1241,1242,334,level_completed,2024-06-01,34,1,6,2024
1242,1243,272,item_used,2024-09-12,13,12,9,2024
1243,1244,750,item_used,2024-04-11,26,11,4,2024
1244,1245,308,achievement_unlocked,2024-03-02,14,2,3,2024
1245,1246,560,level_completed,2024-06-09,13,9,6,2024
1246,1247,264,achievement_unlocked,2024-03-06,1,6,3,2024
1247,1248,401,achievement_unlocked,2024-09-03,28,3,9,2024
1248,1249,449,item_used,2024-09-16,36,16,9,2024
1249,1250,128,item_used,2024-04-12,43,12,4,2024
1250,1251,817,achievement_unlocked,2024-02-25,37,25,2,2024
1251,1252,662,level_completed,2024-03-31,30,31,3,2024
1252,1253,358,achievement_unlocked,2024-06-16,32,16,6,2024
1253,1254,812,level_completed,2024-08-30,42,30,8,2024
1254,1255,539,achievement_unlocked,2024-08-08,40,8,8,2024
1255,1256,897,item_used,2024-07-26,32,26,7,2024
1256,1257,728,item_used,2024-05-18,41,18,5,2024
1257,1258,707,level_completed,2024-07-23,24,23,7,2024
1258,1259,521,item_used,2024-07-12,10,12,7,2024
1259,1260,444,achievement_unlocked,2024-01-26,43,26,1,2024
1260,1261,396,item_used,2024-07-13,24,13,7,2024
1261,1262,318,item_used,2024-09-29,10,29,9,2024
1262,1263,711,achievement_unlocked,2024-08-23,18,23,8,2024
1263,1264,765,item_used,2024-04-18,18,18,4,2024
1264,1265,813,item_used,2024-06-28,28,28,6,2024
1265,1266,920,level_completed,2024-03-21,10,21,3,2024
1266,1267,884,level_completed,2024-09-04,21,4,9,2024
1267,1268,933,level_completed,2024-08-14,4,14,8,2024
1268,1269,743,item_used,2024-08-12,50,12,8,2024
1269,1270,170,item_used,2024-03-23,47,23,3,2024
1270,1271,155,achievement_unlocked,2024-08-25,37,25,8,2024
1271,1272,615,achievement_unlocked,2024-03-30,31,30,3,2024
1272,1273,444,achievement_unlocked,2024-06-19,7,19,6,2024
1273,1274,712,level_completed,2024-04-13,23,13,4,2024
1274,1275,99,achievement_unlocked,2024-05-20,49,20,5,2024
1275,1276,647,level_completed,2024-06-20,5,20,6,2024
1276,1277,250,achievement_unlocked,2024-05-23,37,23,5,2024
1277,1278,90,item_used,2024-02-02,47,2,2,2024
1278,1279,696,achievement_unlocked,2024-08-21,26,21,8,2024
1279,1280,823,item_used,2024-05-19,31,19,5,2024
1280,1281,384,level_completed,2024-04-11,38,11,4,2024
1281,1282,142,level_completed,2024-05-05,4,5,5,2024
1282,1283,562,achievement_unlocked,2024-09-16,7,16,9,2024
1283,1284,191,level_completed,2024-09-26,16,26,9,2024
1284,1285,702,item_used,2024-08-07,44,7,8,2024
1285,1286,993,item_used,2024-03-25,41,25,3,2024
1286,1287,190,item_used,2024-08-27,3,27,8,2024
1287,1288,14,level_completed,2024-01-10,20,10,1,2024
1288,1289,335,item_used,2024-04-27,34,27,4,2024
1289,1290,507,item_used,2024-02-02,25,2,2,2024
1290,1291,623,level_completed,2024-08-12,41,12,8,2024
1291,1292,263,level_completed,2024-04-26,33,26,4,2024
1292,1293,896,item_used,2024-08-16,45,16,8,2024
1293,1294,973,item_used,2024-09-10,9,10,9,2024
1294,1295,268,achievement_unlocked,2024-09-08,7,8,9,2024
1295,1296,26,level_completed,2024-02-22,26,22,2,2024
1296,1297,48,achievement_unlocked,2024-03-20,21,20,3,2024
1297,1298,529,achievement_unlocked,2024-06-24,3,24,6,2024
1298,1299,252,achievement_unlocked,2024-03-22,7,22,3,2024
1299,1300,255,item_used,2024-03-03,20,3,3,2024
1300,1301,868,achievement_unlocked,2024-07-07,7,7,7,2024
1301,1302,997,item_used,2024-09-07,44,7,9,2024
1302,1303,155,achievement_unlocked,2024-01-11,28,11,1,2024
1303,1304,938,achievement_unlocked,2024-09-27,23,27,9,2024
1304,1305,573,level_completed,2024-03-28,22,28,3,2024
1305,1306,517,level_completed,2024-06-12,50,12,6,2024
1306,1307,284,level_completed,2024-04-27,17,27,4,2024
1307,1308,934,achievement_unlocked,2024-09-27,24,27,9,2024
1308,1309,634,level_completed,2024-01-02,37,2,1,2024
1309,1310,577,achievement_unlocked,2024-05-23,18,23,5,2024
1310,1311,318,achievement_unlocked,2024-08-09,29,9,8,2024
1311,1312,38,achievement_unlocked,2024-03-05,50,5,3,2024
1312,1313,510,achievement_unlocked,2024-03-24,22,24,3,2024
1313,1314,460,item_used,2024-08-29,36,29,8,2024
1314,1315,669,item_used,2024-03-04,41,4,3,2024
1315,1316,248,achievement_unlocked,2024-08-16,44,16,8,2024
1316,1317,670,item_used,2024-07-01,16,1,7,2024
1317,1318,60,item_used,2024-09-17,12,17,9,2024
1318,1319,216,level_completed,2024-03-23,28,23,3,2024
1319,1320,324,level_completed,2024-06-08,13,8,6,2024
1320,1321,201,achievement_unlocked,2024-03-22,4,22,3,2024
1321,1322,267,achievement_unlocked,2024-09-22,47,22,9,2024
1322,1323,638,item_used,2024-07-24,47,24,7,2024
1323,1324,92,item_used,2024-05-01,33,1,5,2024
1324,1325,252,achievement_unlocked,2024-06-03,24,3,6,2024
1325,1326,430,level_completed,2024-08-13,10,13,8,2024
1326,1327,492,item_used,2024-09-28,33,28,9,2024
1327,1328,451,achievement_unlocked,2024-06-01,49,1,6,2024
1328,1329,442,level_completed,2024-03-10,9,10,3,2024
1329,1330,817,item_used,2024-04-13,46,13,4,2024
1330,1331,626,achievement_unlocked,2024-07-02,50,2,7,2024
1331,1332,669,level_completed,2024-07-18,30,18,7,2024
1332,1333,932,level_completed,2024-01-02,33,2,1,2024
1333,1334,357,achievement_unlocked,2024-07-21,10,21,7,2024
1334,1335,912,level_completed,2024-01-25,26,25,1,2024
1335,1336,790,achievement_unlocked,2024-03-26,20,26,3,2024
1336,1337,106,item_used,2024-09-21,30,21,9,2024
1337,1338,554,achievement_unlocked,2024-09-11,23,11,9,2024
1338,1339,820,achievement_unlocked,2024-04-11,32,11,4,2024
1339,1340,479,achievement_unlocked,2024-01-29,9,29,1,2024
1340,1341,608,achievement_unlocked,2024-05-04,30,4,5,2024
1341,1342,460,level_completed,2024-03-04,21,4,3,2024
1342,1343,249,item_used,2024-05-10,8,10,5,2024
1343,1344,828,item_used,2024-01-29,24,29,1,2024
1344,1345,957,item_used,2024-03-15,22,15,3,2024
1345,1346,583,level_completed,2024-01-09,20,9,1,2024
1346,1347,283,achievement_unlocked,2024-07-26,18,26,7,2024
1347,1348,939,level_completed,2024-09-04,7,4,9,2024
1348,1349,173,item_used,2024-05-15,11,15,5,2024
1349,1350,959,level_completed,2024-02-18,27,18,2,2024
1350,1351,766,item_used,2024-03-25,28,25,3,2024
1351,1352,236,level_completed,2024-06-03,23,3,6,2024
1352,1353,113,achievement_unlocked,2024-04-13,43,13,4,2024
1353,1354,56,achievement_unlocked,2024-05-29,28,29,5,2024
1354,1355,539,level_completed,2024-09-23,16,23,9,2024
1355,1356,379,achievement_unlocked,2024-08-30,31,30,8,2024
1356,1357,452,achievement_unlocked,2024-01-24,12,24,1,2024
1357,1358,122,achievement_unlocked,2024-01-31,7,31,1,2024
1358,1359,241,level_completed,2024-09-06,28,6,9,2024
1359,1360,932,achievement_unlocked,2024-08-23,24,23,8,2024
1360,1361,511,item_used,2024-07-27,38,27,7,2024
1361,1362,432,achievement_unlocked,2024-01-29,17,29,1,2024
1362,1363,415,level_completed,2024-06-14,23,14,6,2024
1363,1364,381,achievement_unlocked,2024-05-12,23,12,5,2024
1364,1365,487,achievement_unlocked,2024-09-18,25,18,9,2024
1365,1366,371,item_used,2024-04-21,31,21,4,2024
1366,1367,690,level_completed,2024-03-03,41,3,3,2024
1367,1368,693,item_used,2024-08-12,33,12,8,2024
1368,1369,125,achievement_unlocked,2024-08-21,39,21,8,2024
1369,1370,388,level_completed,2024-05-26,43,26,5,2024
1370,1371,615,level_completed,2024-09-29,16,29,9,2024
1371,1372,289,achievement_unlocked,2024-03-19,40,19,3,2024
1372,1373,732,achievement_unlocked,2024-06-25,46,25,6,2024
1373,1374,385,level_completed,2024-03-20,1,20,3,2024
1374,1375,414,level_completed,2024-08-16,42,16,8,2024
1375,1376,747,item_used,2024-07-23,22,23,7,2024
1376,1377,329,level_completed,2024-08-11,50,11,8,2024
1377,1378,681,achievement_unlocked,2024-09-10,38,10,9,2024
1378,1379,928,level_completed,2024-09-04,34,4,9,2024
1379,1380,434,achievement_unlocked,2024-08-25,32,25,8,2024
1380,1381,707,achievement_unlocked,2024-04-29,21,29,4,2024
1381,1382,578,item_used,2024-03-15,14,15,3,2024
1382,1383,738,item_used,2024-04-23,45,23,4,2024
1383,1384,7,achievement_unlocked,2024-07-02,26,2,7,2024
1384,1385,630,level_completed,2024-05-26,29,26,5,2024
1385,1386,798,achievement_unlocked,2024-06-20,18,20,6,2024
1386,1387,26,achievement_unlocked,2024-06-11,12,11,6,2024
1387,1388,174,level_completed,2024-09-02,21,2,9,2024
1388,1389,84,achievement_unlocked,2024-09-20,19,20,9,2024
1389,1390,916,achievement_unlocked,2024-04-17,27,17,4,2024
1390,1391,170,item_used,2024-04-10,24,10,4,2024
1391,1392,646,level_completed,2024-03-12,19,12,3,2024
1392,1393,737,level_completed,2024-08-01,46,1,8,2024
1393,1394,413,level_completed,2024-01-18,9,18,1,2024
1394,1395,208,item_used,2024-08-12,42,12,8,2024
1395,1396,1000,achievement_unlocked,2024-03-04,42,4,3,2024
1396,1397,343,item_used,2024-05-20,26,20,5,2024
1397,1398,914,item_used,2024-01-31,22,31,1,2024
1398,1399,163,item_used,2024-06-14,45,14,6,2024
1399,1400,918,item_used,2024-07-31,16,31,7,2024
1400,1401,192,item_used,2024-06-24,22,24,6,2024
1401,1402,237,item_used,2024-04-29,12,29,4,2024
1402,1403,790,achievement_unlocked,2024-01-20,17,20,1,2024
1403,1404,536,item_used,2024-02-12,8,12,2,2024
1404,1405,651,level_completed,2024-08-17,6,17,8,2024
1405,1406,627,item_used,2024-02-25,14,25,2,2024
1406,1407,813,item_used,2024-08-09,28,9,8,2024
1407,1408,763,level_completed,2024-07-31,25,31,7,2024
1408,1409,291,item_used,2024-05-17,49,17,5,2024
1409,1410,825,item_used,2024-06-11,1,11,6,2024
1410,1411,323,level_completed,2024-01-08,20,8,1,2024
1411,1412,513,achievement_unlocked,2024-02-11,19,11,2,2024
1412,1413,982,level_completed,2024-06-10,24,10,6,2024
1413,1414,629,achievement_unlocked,2024-08-29,6,29,8,2024
1414,1415,859,item_used,2024-08-26,21,26,8,2024
1415,1416,307,level_completed,2024-01-15,14,15,1,2024
1416,1417,760,achievement_unlocked,2024-04-15,8,15,4,2024
1417,1418,499,level_completed,2024-07-27,48,27,7,2024
1418,1419,340,level_completed,2024-06-03,28,3,6,2024
1419,1420,94,level_completed,2024-02-02,39,2,2,2024
1420,1421,648,level_completed,2024-01-31,40,31,1,2024
1421,1422,37,achievement_unlocked,2024-05-26,14,26,5,2024
1422,1423,744,achievement_unlocked,2024-06-07,49,7,6,2024
1423,1424,983,achievement_unlocked,2024-02-20,27,20,2,2024
1424,1425,42,level_completed,2024-06-25,36,25,6,2024
1425,1426,352,level_completed,2024-02-02,10,2,2,2024
1426,1427,163,achievement_unlocked,2024-01-10,9,10,1,2024
1427,1428,604,level_completed,2024-02-15,29,15,2,2024
1428,1429,38,achievement_unlocked,2024-07-11,43,11,7,2024
1429,1430,913,achievement_unlocked,2024-08-12,33,12,8,2024
1430,1431,388,level_completed,2024-01-17,14,17,1,2024
1431,1432,598,level_completed,2024-02-07,39,7,2,2024
1432,1433,295,level_completed,2024-03-11,35,11,3,2024
1433,1434,492,achievement_unlocked,2024-01-31,2,31,1,2024
1434,1435,615,item_used,2024-08-16,44,16,8,2024
1435,1436,141,achievement_unlocked,2024-03-12,49,12,3,2024
1436,1437,610,item_used,2024-09-04,49,4,9,2024
1437,1438,217,level_completed,2024-03-25,16,25,3,2024
1438,1439,61,item_used,2024-05-19,40,19,5,2024
1439,1440,370,achievement_unlocked,2024-09-17,20,17,9,2024
1440,1441,679,item_used,2024-05-28,42,28,5,2024
1441,1442,411,item_used,2024-03-10,2,10,3,2024
1442,1443,16,item_used,2024-03-28,10,28,3,2024
1443,1444,490,achievement_unlocked,2024-05-10,13,10,5,2024
1444,1445,223,level_completed,2024-08-14,33,14,8,2024
1445,1446,928,achievement_unlocked,2024-04-29,46,29,4,2024
1446,1447,267,item_used,2024-08-08,26,8,8,2024
1447,1448,458,achievement_unlocked,2024-08-10,5,10,8,2024
1448,1449,575,achievement_unlocked,2024-09-30,38,30,9,2024
1449,1450,517,achievement_unlocked,2024-05-29,2,29,5,2024
1450,1451,197,achievement_unlocked,2024-08-31,25,31,8,2024
1451,1452,252,achievement_unlocked,2024-01-15,4,15,1,2024
1452,1453,818,achievement_unlocked,2024-04-13,1,13,4,2024
1453,1454,624,item_used,2024-07-22,11,22,7,2024
1454,1455,455,level_completed,2024-01-22,50,22,1,2024
1455,1456,778,item_used,2024-05-23,16,23,5,2024
1456,1457,491,level_completed,2024-09-20,5,20,9,2024
1457,1458,261,level_completed,2024-05-26,33,26,5,2024
1458,1459,914,level_completed,2024-07-29,17,29,7,2024
